,Description,Division,EndTime,Location,OBJECTID,Recurrence,StartTime,Title,created_date,created_user,last_edited_date,last_edited_user,Simple Location,Latitude,Longitude
366,<div>contact Officer Causey 704-336-3014</div>,South Division,2017-03-01T19:30:00.000Z,8050 Corporate Center Drive,599,false,2017-03-01T18:30:00.000Z,South Division Response Area 3 Advisory Council Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8050+corporate+center+drive,+Charlotte,+NC",35.0862004,-80.85641700000001
367,<div>contact Officer Beth Jackson 704-336-3014</div>,South Division,2017-03-15T20:00:00.000Z,Amelie's 7715 Pineville Matthews Road Space 34B,600,false,2017-03-15T18:00:00.000Z,South Division Coffee with Cops,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7715+pineville+matthews+road,+Charlotte,+NC",35.086284,-80.850639
368,"<div>Officer Figaro </div>
<div>704-432-3900</div>",University City Division,2017-03-15T20:00:00.000Z,131 Gracyn Olivia Dr Charlotte NC 28262,601,false,2017-03-15T18:30:00.000Z,Pavilion Village Apt Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"131+gracyn+olivia+dr,+Charlotte,+NC",35.3350022,-80.7109313
369,<div>Contact Officer Beth Jackson 704-336-3014</div>,South Division,2017-03-08T20:30:00.000Z,5801 Rea Road (Library),603,false,2017-03-08T19:30:00.000Z,Stallworth HOA Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+rea+road,+Charlotte,+NC",35.0865451,-80.8115699
370,<div>Contact Officer Beth Jackson 704-336-3014</div>,South Division,2017-03-14T20:00:00.000Z,8801 Park Road (Quail Hollow Presbyterian Church),604,false,2017-03-14T19:00:00.000Z,Heydon Hall HOA Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8801+park+road,+Charlotte,+NC",35.111593,-80.85645699999999
371,<div>Contact Officer Beth Jackson 704-336-3014</div>,South Division,2017-03-15T20:00:00.000Z,Amelies Carmel Commons 7715 Pineville-Matthews Road,605,false,2017-03-15T18:00:00.000Z,Coffee with Cops,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7715+pineville-matthews+road,+Charlotte,+NC",35.086284,-80.850639
372,<div></div>,Hickory Grove Division,2017-02-28T20:00:00.000Z,6709 Pence Rd,606,false,2017-02-28T19:00:00.000Z,Ravenwood Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6709+pence+rd,+Charlotte,+NC",35.2264818,-80.7171971
373,<div></div>,Hickory Grove Division,2017-03-07T19:30:00.000Z,6709 Pence Rd,607,false,2017-03-07T18:30:00.000Z,Holly Grove HOA/Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6709+pence+rd,+Charlotte,+NC",35.2264818,-80.7171971
374,<div></div>,Hickory Grove Division,2017-03-28T20:00:00.000Z,6709 Pence Rd.,608,false,2017-03-28T19:00:00.000Z,Ravenwood Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6709+pence+rd,+Charlotte,+NC",35.2264818,-80.7171971
375,<div>Contact Officer Colin Cumberworth 704-336-3014</div>,South Division,2017-03-04T10:00:00.000Z,12416 Lancaster Hwy South Charlotte Baptist,609,false,2017-03-04T09:00:00.000Z,Park Ridge HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"12416+lancaster+hwy,+Charlotte,+NC",35.0729625,-80.880411
376,<div>Contact Officer Colin Cumberworth 704-336-3014</div>,South Division,2017-03-07T20:00:00.000Z,10415 Centrum Pkwy- Comfort Suites,610,false,2017-03-07T19:00:00.000Z,Carmel Village II HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10415+centrum+pkwy-+comfort+suites,+Charlotte,+NC",35.090714,-80.876336
377,<div>Contact Officer Colin Cumberworth 704-336-3014</div>,South Division,2017-03-22T19:30:00.000Z,South Meck Presbyterian 8601 Bryant Farms Rd.,611,false,2017-03-22T18:30:00.000Z,Cady Lake HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8601+bryant+farms+rd,+Charlotte,+NC",35.0462877,-80.8176033
378,<div>Contact Officer James Russell 704-336-3014</div>,South Division,2017-03-03T20:00:00.000Z,4330 Weddington Rd-Colonel Beatty Park- Lake Point Hall Clubhouse,613,false,2017-03-03T19:00:00.000Z,Hearthstone HOA yearly,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4330+weddington+rd,+Charlotte,+NC",35.0676201,-80.7286912
379,<div>Contact Officer James&nbsp; Russell 704-336-3014</div>,South Division,2017-03-11T11:00:00.000Z,10590 Independence Pointe Parkway,614,false,2017-03-11T10:00:00.000Z,Greenview Terrance HOA meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10590+independence+pointe+parkway,+Charlotte,+NC",35.1222875,-80.7083173
380,<div>Contact Officer James Russell 704-336-3014</div>,South Division,2017-03-14T20:00:00.000Z,8300 Providence Rd- Messiah Church,615,false,2017-03-14T19:00:00.000Z,Providence Heights HOA yearly,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8300+providence+rd,+Charlotte,+NC",35.094208,-80.777564
381,<div>Contact Officer James Russell 704-336-3014</div>,South Division,2017-03-15T19:30:00.000Z,2760 Oakmeade Dr- Clubhouse,616,false,2017-03-15T18:30:00.000Z,Hembstead HOA yearly,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2760+oakmeade+dr,+Charlotte,+NC",35.0951487,-80.7728099
382,<div>Contact Officer James Russell 704-336-3014</div>,South Division,2017-03-22T14:00:00.000Z,5801 Pineville-Matthews Rd- Church ,617,false,2017-03-22T10:00:00.000Z,Calvary Church yearly Kids event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+pineville-matthews+rd,+Charlotte,+NC",35.08526980000001,-80.8155944
383,<div>Contact Officer James Russell 704-336-3014</div>,South Division,2017-03-23T14:00:00.000Z,5801 Pineville-Matthews Rd- Church ,618,false,2017-03-23T10:00:00.000Z,Calvary Church yearly Kids event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+pineville-matthews+rd,+Charlotte,+NC",35.08526980000001,-80.8155944
384,<div></div>,Independence Division,2017-03-20T20:00:00.000Z,4917 Redbud Drive,619,false,2017-03-20T19:00:00.000Z,Spicewood Acres HOA meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4917+redbud+drive,+Charlotte,+NC",35.1856017,-80.7083823
385,<div>Chantilly Neighborhood Meeting </div>,Providence Division,2017-03-14T20:00:00.000Z,Chantilly Hall (2101 Shenandoah Ave.) - 7:00 PM,622,false,2017-03-14T19:00:00.000Z,Chantilly Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2101+shenandoah+ave,+Charlotte,+NC",35.2165897,-80.81195509999999
386,"








<div dir=""LTR""><font size=""4"" face=""Calibri"">The Criminal Investigations Bureau is having a Community Forum on</font><b></b><b> <font size=""4"" face=""Calibri"">Tuesday, March 21 at 6 pm at the Mecklenburg County Bar Association located at 2850 Zebulon Avenue</font></b><font size=""4"" face=""Calibri"">. &nbsp;There will be detectives on hand from Homicide, Missing Persons, Robbery, Sexual Assault Unit, Crimes Against Children, Financial Crimes, Cyber Crimes, and Domestic Violence to briefly speak to what each unit handles and then answer any questions.&nbsp; We will have detectives available for specific questions, handouts on prevention and resources available. &nbsp;&nbsp;</font></div>


",,2017-03-23T18:30:00.000Z,"Mecklenburg County Bar Association, 2850 Zebulon Avenue",623,false,2017-03-23T18:00:00.000Z,Community Forum hosted by the Criminal Investigations Bureau,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2850+zebulon+avenue,+Charlotte,+NC",35.25107029999999,-80.86895969999999
387,"<div>Free citizen / police bowling event. For police signup please contact Officer Hill (<a href=""mailto:rhill@cmpd.org"">rhill@cmpd.org</a>) or Huffman (<a href=""mailto:mhuffman1@cmpd.org"">mhuffman1@cmpd.org</a>).</div>
<div>&nbsp;</div>
<div>For citizen signup: <a href=""https://www.eventbrite.com/e/cmpd-vs-charlotte-citizens-bowling-tournament-tickets-31936194016"">https://www.eventbrite.com/e/cmpd-vs-charlotte-citizens-bowling-tournament-tickets-31936194016</a></div>",Steele Creek Division,2017-03-18T13:00:00.000Z,2135 Arysley Town Blvd (Piedmont Social House),624,false,2017-03-18T11:00:00.000Z,CMPD / Citizen Bowling Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2135+arysley+town+blvd,+Charlotte,+NC",35.1375056,-80.93364749999999
388,"<div>Info / Contact:</div>
<div>Trish Presnell<br />803-628-8270 <br /><a href=""mailto:trish.presnell@outlook.com"">trish.presnell@outlook.com</a><br /></div>",Steele Creek Division,2017-04-01T13:00:00.000Z,"13611 Zoar Rd, Charlotte, NC 28278",626,false,2017-04-01T11:00:00.000Z,Creekshire Community Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"13611+zoar+rd,+Charlotte,+NC",35.072801,-81.0033909
389,"<div>Officer D. Redford - <a href=""mailto:dredford@cmpd.org"">dredford@cmpd.org</a></div>
<div>&nbsp;</div>
<div>These events bring City, County, and other resources directly to residents within their community.&nbsp; Services are offered, questions answered, and partnerships are built around these events.&nbsp; This event is open to all City and County agencies that provide a service to the community.&nbsp; Private organizations are welcomed too,&nbsp;a few examples are YMCA, Goodwill, CPI Security, and others.</div>",Steele Creek Division,2017-06-24T14:00:00.000Z,1700 Longleaf Dr,627,false,2017-06-24T11:00:00.000Z,Steele Creek Community Corners,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1700+longleaf+dr,+Charlotte,+NC",35.1111708,-80.8765638
390,"<div>Meet on side of church that sheds/grills are on.&nbsp; Entry door is on this side of building.</div>
<div>&nbsp;</div>
<div>Officer Redford - <a href=""mailto:dredford@cmpd.org"">dredford@cmpd.org</a></div>
<div>Officer Cruz - <a href=""mailto:acruz@cmpd.org"">acruz@cmpd.org</a></div>",Steele Creek Division,2100-05-27T19:00:00.000Z,9401 China Grove Church Rd,628,true,2017-03-30T18:00:00.000Z,Sterling Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9401+china+grove+church+rd,+Charlotte,+NC",35.109819,-80.88531200000001
391,<div></div>,Westover Division,2017-04-01T21:00:00.000Z,Global Sports Complex-5001 South Blvd,629,false,2017-04-01T18:00:00.000Z,Immigration Forum,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5001+south+blvd,+Charlotte,+NC",35.1706292,-80.8757155
392,<div>annual kids fun day/Easter egg hunt</div>,Independence Division,2017-04-15T14:00:00.000Z,New Hope Baptist church 7841 Idlewild Rd,631,false,2017-04-15T10:00:00.000Z,New Hope Baptist church easter egg hung,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7841+idlewild+rd,+Charlotte,+NC",35.1871409,-80.731054
393,<div>contact Officer James Russell 704-336-3014</div>,South Division,2017-04-08T12:00:00.000Z,Charlotte Latin School   9502 Providence Rd,632,false,2017-04-08T09:00:00.000Z,Shred It Event - South Division,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9502+providence+rd,+Charlotte,+NC",35.07983230000001,-80.7749055
394,<div>contact Officer James Russell 704-336-3014</div>,South Division,2017-04-21T20:00:00.000Z,Providence Presbyterian- 10140 Prov. Church Lane,633,false,2017-04-21T19:00:00.000Z,Boy Scout Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10140+prov.+church+lane,+Charlotte,+NC",35.0717255,-80.7720578
395,<div>contact Officer Beth Jackson 704-336-3014 </div>,South Division,2017-04-20T16:00:00.000Z,5100 Sharon Road,636,false,2017-04-20T15:00:00.000Z,Sharon Towers Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5100+sharon+road,+Charlotte,+NC",35.1432963,-80.835231
396,<div>contact Officer Beth Jackson 704-336-3014</div>,South Division,2017-04-24T20:00:00.000Z,4345 Huntingtown Road,637,false,2017-04-24T19:00:00.000Z,Huntingtown Farms Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4345+huntingtown+road,+Charlotte,+NC",35.0750528,-80.7239091
397,<div>Contact: Officer Cruz and Officer Redford704-336-8549<br />Steele Creek Division<br />Response Area2112</div>,Steele Creek Division,2017-05-04T19:30:00.000Z,9401 China Grove Church Road - China Grove AME Zion Church ,638,true,2017-05-04T18:30:00.000Z,Deleted: Sterling Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9401+china+grove+church+road,+Charlotte,+NC",35.109819,-80.88531200000001
398,<div>Contact: Officer Cruz and Officer Redford704-336-8549<br />Steele Creek Division<br />Response Area2112</div>,Steele Creek Division,2017-06-01T19:30:00.000Z,9401 China Grove Church Road - China Grove AME Zion Church ,639,true,2017-06-01T18:30:00.000Z,Deleted: Sterling Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9401+china+grove+church+road,+Charlotte,+NC",35.109819,-80.88531200000001
399,<div>Silver Mt Baptist Church</div>,Steele Creek Division,2017-05-25T20:00:00.000Z,501 W Arrowood road,640,false,2017-05-25T19:00:00.000Z,Foxboro,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"501+w+arrowood+road,+Charlotte,+NC",35.133027,-80.89835099999999
400,<div>Silver Mt Baptist church</div>,Steele Creek Division,2017-09-28T20:00:00.000Z,501 W Arrwood Road,641,false,2017-09-28T19:00:00.000Z,Foxboro,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"501+w+arrwood+road,+Charlotte,+NC",35.133027,-80.89835099999999
401,"<div>Create a strong partnership with the Faith based Latino community and CMPD. </div>
<div>&nbsp;</div>",Steele Creek Division,2017-05-06T15:00:00.000Z,U.S. Christian Chaplains (Latinos) Association 5970 Old Pineville Rd,642,false,2017-05-06T11:00:00.000Z,Activity Day Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5970+old+pineville+rd,+Charlotte,+NC",35.1593944,-80.8783577
402,<div>contact Officer Mike Smith 704-336-3014</div>,South Division,2017-05-21T16:00:00.000Z,5538 Fallon Ct.,643,false,2017-05-21T15:00:00.000Z,Kids Program (neighborhood group),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5538+fallon+ct.,+Charlotte,+NC",35.1244016,-80.7993214
403,<div>contact Officer Mike Smith 704-336-3014</div>,South Division,2017-05-24T19:30:00.000Z,8801 Park Rd. Quail Hollow Presbyterian Church,644,false,2017-05-24T18:30:00.000Z,Park Walk HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8801+park+rd,+Charlotte,+NC",35.111593,-80.85645699999999
404,<div></div>,University City Division,2017-05-09T16:00:00.000Z,Chick Fil A - 8648 J W Clay,645,false,2017-05-09T10:00:00.000Z,Cop on Top,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8648+j+w+clay,+Charlotte,+NC",35.3103521,-80.75225189999999
405,<div></div>,University City Division,2017-05-10T16:00:00.000Z,Chick Fil A - 8648 J W Clay,646,false,2017-05-10T10:00:00.000Z,Cop on Top,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8648+j+w+clay,+Charlotte,+NC",35.3103521,-80.75225189999999
406,<div></div>,University City Division,2017-05-11T16:00:00.000Z,Chick Fil A - 8648 J W Clay,647,false,2017-05-11T10:00:00.000Z,Cop on Top,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8648+j+w+clay,+Charlotte,+NC",35.3103521,-80.75225189999999
407,"<div>Contact Officer James Russell 704-336-3014</div>
<div>All businesses at the Shops @ Piper Glen</div>",South Division,2017-05-09T19:30:00.000Z,Starbucks 6432 Rea Road,648,false,2017-05-09T18:30:00.000Z,Business Partnership Meeting (Business Advisory),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6432+rea+road,+Charlotte,+NC",35.0781572,-80.8169951
408,<div></div>,University City Division,2017-04-24T10:30:00.000Z,333 W WT Harris Bv,649,false,2017-04-24T08:30:00.000Z,Coffe with cops in the Courtyard,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"333+w+wt+harris+bv,+Charlotte,+NC",35.3069003,-80.7535291
409,"<div>2nd Coffee with Cops meeting</div>
<div>Discuss personal and professional matters to build the police and community relationships</div>",Hickory Grove Division,2017-05-16T20:00:00.000Z,5821 E WT Harris Blvd (Parkway),650,false,2017-05-16T18:00:00.000Z,Hickory Grove Coffee and Cops,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5821+e+wt+harris+blvd,+Charlotte,+NC",35.2356126,-80.7352409
410,<div>Monthly meeting</div>,Hickory Grove Division,2017-05-23T20:00:00.000Z,6709 Pence Rd.,651,false,2017-05-23T19:00:00.000Z,HG/ Ravenwood Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6709+pence+rd,+Charlotte,+NC",35.2264818,-80.7171971
411,<div>Chick-fil-A and CMPD join to raise money for the Special Olympics.</div>,Hickory Grove Division,2017-05-19T19:00:00.000Z,9010 Albemarle Rd,652,false,2017-05-19T07:00:00.000Z,HG Cop on Top,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9010+albemarle+rd,+Charlotte,+NC",35.2111176,-80.6909664
412,<div>Chick-fil-A and CMPD join to raise money for the Special Olympics.</div>,Hickory Grove Division,2017-05-20T19:00:00.000Z,9010 Albemarle Rd.,653,false,2017-05-20T07:00:00.000Z,HG Cop on Top,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9010+albemarle+rd,+Charlotte,+NC",35.2111176,-80.6909664
413,<div></div>,Independence Division,2017-04-30T20:00:00.000Z,8511 Monroe Road (McAlpine Creek Park),654,false,2017-04-30T12:00:00.000Z,Fanta Latin Festival,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8511+monroe+road,+Charlotte,+NC",35.1544225,-80.74682849999999
414,"The Galilee Center, Refugee Support Service to engage refugees with positive interaction, answer questions pertaining to laws, and provide CMPD resources.  Many of these refugees come from countries where they have had conflicts with law enforcement which have made them untrusting of local police.  The goal is to establish trusting long term relationships with these refugees and partner with local organizations that share a common goal.",Eastway Division,2036-05-21T13:00:00.000Z,3601 Central Ave,655,true,2017-04-05T10:00:00.000Z,Refugee Support Services,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3601+central+ave,+Charlotte,+NC",35.2160394,-80.7841801
415,The Community Engagement Officer will be talking with the Seniors from surrounding communities about Police and Community Relations/ Open Dialogue.  Will also be providing the seniors with safety Tips.  The Community Engagement Officer will also assist staff in serving the Seniors lunch.   Seniors from the community meet every Tuesday at the Center at 1130-1300 hours.,Eastway Division,2036-05-20T13:00:00.000Z,901 Belmont Ave,656,true,2017-04-04T11:30:00.000Z,Salvation Army Older Adult Club,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"901+belmont+ave,+Charlotte,+NC",35.2286364,-80.82147239999999
416,"<div>An event focused on healthy living- fitness &amp; exercise, healthful eating and community engagement &amp; involvement. </div>",Eastway Division,2017-04-29T13:00:00.000Z,3025 N. Davidson St,657,false,2017-04-29T11:00:00.000Z,YMCA Healthy Kids Day,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3025+n.+davidson+st,+Charlotte,+NC",35.2465548,-80.8081046
